Title,Other titles,BL record ID,Type of resource,Content type,Material type,BNB number,Archival Resource Key,ISBN,Name,Dates associated with name,Type of name,Role,All names,Series title,Number within series,Country of publication,Place of publication,Publisher,Date of creation/publication,Edition,Physical description,Dewey classification,BL shelfmark,Topics,Genre,Languages,Notes,Provenance
Michael Palin : a biography,,10733833,Monograph,Language material ; Text,Volume,GB9864238,,9780752816616,"Margolis, Jonathan",,person,author ; writer,"Margolis, Jonathan, author ; writer [person]",,,England,London,Orion,1998,,"xvi, 233 pages, 8 pages of plates, illustrations, portraits, 18 cm",920,YC.1999.a.6625,"Television personalities--Great Britain--Biography ; Palin, Michael ; Comedians--Great Britain--Biography",Biography,English,"Originally published: London : Orion Media, 1997",
Michael Palin Archive,,032-003389071,Fonds. Archives and Manuscripts,,,,ark:/81055/vdc_100050737041.0x000001,,"Palin, Michael Edward, Knight, comedian, actor, writer and television presenter",1943-,person,creator,"Palin, Michael Edward, Knight, comedian, actor, writer and television presenter, 1943-, http://isni.org/isni/0000 0001 0893 2011 [creator]",,,,,,1965-2014,,240 files,,Western Manuscripts. Add MS 89284,,,English,"Archive of Michael Palin (b. 1943) covering his literary and creative life between 1965 and 1988, including project files relating to Palin's work, his notebooks and his personal diaries. The early material in the project files and notebooks consists of drafts of scripts for radio commercials and programmes and TV shows and series. For TV they include the Roy Hudd Show (1966-67), Late-Night Line-Up (1966-67), The Frost Report (1966-67), The Late Show (1966-67), Twice a Fortnight (1967), A Series of Birds (1967), Do Not Adjust Your Set (1967-69), It's Marty Feldman (1968), Broaden Your Mind (1968), Frost on Sunday (1968) and The Two Ronnies (1971). Some of the programmes were never realised and some of the scripts were never used or have been modified and reused for more than one programme. Many scripts are manuscript in the hand of Palin and his writing partner and fellow Python Terry Jones. The early material also includes drafts of Jones and Palin's pantomimes, Aladdin and Beauty and the Beast (1968), and production, publicity, and distribution material for The Complete and Utter History of Britain (1969). The papers relating to Monty Python consists of production, publicity and distribution material for the four series of Monty Python's Flying Circus, Monty Python and the Holy Grail, Monty Python's Life of Brian, Monty Python's The Meaning of Life, and their stage tours, albums and books. They include notes and research material, successive drafts of scripts, drafts of sketches and scenes never filmed or not used in the final version of the programmes, correspondence, minutes of meetings, budgets, contracts, casting notes, photographs, filming schedules, promotional tour programmes, distribution agreements, press reviews, sales figures and royalty statements. The archive also comprises production, publicity and distribution material for Palin's later TV work and films, as scriptwriter and actor, including: Three Men in a Boat (1975), Ripping Yarns (1976-79), Jabberwocky (1977), Great Railway Journeys of the World (1980), Time Bandits (1981), The Missionary (1982), A Private Function (1984), Brazil (1985), East of Ipswich (1987), Secrets (1988), Number 27, A Fish Called Wanda (1988) and American Friends (1991). Also included in the collection is material relating to Palin's children's and humorous books - Bert Fegg's Nasty Book of Knowledge (1974), Small Harry and the Toothache Pill (1982), Cyril and the Dinner Party, Cyril and The House of Commons and The Mirrorstone (all in 1986) - his plays - Their Finest Hours (1976) - his Limericks (1985), his first novel 'A Bit of a Break' (unpublished, written in 1977) and his personal diaries (1969-1988). The archive also comprises ideas and scripts for a film, a Viking musical and other shows with Terry Jones, none of which were ever produced, and scripts for various shows which were never used",Donated to the British Library by Michael Palin in 2017
Michael Palin's Hemingway Adventure,,13722140,Monograph,Language material ; Text,Computer disc,,,9780752872773,"Palin, Michael",,person,,"Palin, Michael [person]",,,England,London,Orion,2005,,,,,,,,,
Michael Palin's Hemingway adventure,,11788987,Monograph,Language material ; Text,Volume,GBA051400,,9780297825289,"Palin, Michael",,person,author,"Pao, Basil, author [person] ; Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,1999,,"255 pages, illustrations, 28 cm",,YK.2002.b.1885,"Literary journeys ; Palin, Michael--Journeys ; Hemingway, Ernest, 1899-1961--Journeys",,English,,
Michael Palin's Hemingway adventure,Hemingway adventure,7052457,Monograph,Language material ; Text,Volume,GBA0W6926,,9781841881065,"Palin, Michael",,person,,"Pao, Basil [person] ; Palin, Michael [person]",,,England,London,Seven Dials,2000,,"256 pages, colour illustrations, 27 cm",910.4,,"Literary journeys ; Palin, Michael--Journeys ; Novelists, American--20th century--Journeys ; Hemingway, Ernest, 1899-1961--Journeys",,English,"Originally published: London: Weidenfeld & Nicolson, 1999",
"Michael Palin, diaries 1969-1979 : the Python years",Diaries 1969-1979 : the Python years,13499532,Monograph,Language material ; Text,Volume,GBA657177,,9780297844365,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2006,,"xxii, 650, 24 pages of plates, illustrations (some colour), portraits, 24 cm",791.45092,YC.2007.a.14065,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Actors--Great Britain--Diaries ; Comedians--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,Includes index,
"Monty Python at work : a behind-the-scenes account of the making of the TV and stage shows, films, books and albums",Works. Selections,16727726,Monograph,Language material ; Text,Volume,GBB454854,,9781848423602,"Palin, Michael",,person,author,"Strachan, Geoffrey, editor [person] ; Palin, Michael, author [person]",,,England,London,Nick Hern,2014,,"xiv, 241 pages, 22 cm",791.4572,YK.2015.a.3655,"Monty Python (Comedy troupe)--History ; Monty Python's flying circus (Television program) ; Palin, Michael--Diaries",Diary,English,,
Monty Python's Flying Circus (Television programme),A pocketful of Python [4],11964585,Monograph,Language material ; Text,Volume,GBA0W6465,,9780413750006,,,,,"Palin, Michael, editor [person]",,,England,London,Methuen,2000,,"64 pages, illustrations (some colour), 17 cm",827.91407,YK.2002.a.4483,English wit and humor,,English,,
Monty Python's Flying Circus (Television programme),A pocketful of Python,11964555,Monograph,Language material ; Text,Volume,GBA131140,,9780413741608,,,,,"Cleese, John, editor [person] ; Palin, Michael, writer [person]",,,England,London,Methuen,1999,,"64 pages, illustrations (some colour), 18 cm",827.91408,YK.2001.a.12911,English wit and humor,,English,Includes index,
More ripping yarns,,11963147,Monograph,Language material ; Text,Volume,GB8101207,,9780413475206,"Palin, Michael",,person,author,"Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Eyre ; Methuen,1980,,"95 pages, illustrations, 1 portrait, 26 cm",822.914,X.981/22589,Drama in English--1945---Texts,,English,illustrations on lining papers,
More ripping yarns,Ripping yarns ; The complete Ripping yarns,6725695,Monograph,Language material ; Text,Volume,GB9033194,,9780413638205 ; 9780413639806,"Palin, Michael",,person,author,"Palin, Michael [person] ; Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Methuen,1990,,"277 pages, illustrations, 25 cm",822.914,YC.1990.b.6949,Drama in English--1945---Texts,,English,,
More ripping yarns,Ripping yarns ; The complete Ripping yarns,6735366,Monograph,Language material ; Text,Volume,GB9235911,,9780749312220,"Palin, Michael",,person,author,"Palin, Michael [person] ; Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Mandarin,1991,,"277 pages, illustrations, 25 cm",822.914,YK.1992.b.5856,English drama,,English,"Originally published:London: Methuen, 1990",
More ripping yarns,Ripping yarns ; The complete ripping yarns,5602248,Monograph,Language material ; Text,Volume,GB99W5170,,9780413773609,"Palin, Michael",,person,,"Jones, Terry, 1942-2020 [person] ; Palin, Michael [person]",,,England,London,Methuen,1999,,"288 pages, illustrations, 25 cm",791.4572,,Television scripts,,English,Originally published: 1990,
More ripping yarns,Ripping yarns ; The complete ripping yarns,16241957,Monograph,Language material ; Still image ; Text,Volume,GBB891224,,9780413777508,"Palin, Michael",,person,author,"Lune, Amy, photographer [person] ; Palin, Michael [person] ; Polo, Bertrand, photographer [person] ; Palin, Michael, author [person] ; Jones, Terry, 1942-2020, author [person]",,,England,York,Methuen,2016,,"277 pages, black and white illustrations, 25 cm",791.4572,YC.2018.a.5423,Television scripts,,English,Originally published: 1990,
New Europe,,13761190,Monograph,Language material ; Text,Volume,GBA742918,,9780297844495,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2007,,"288 pages, colour illustrations, 1 map, 27 cm",914.704090511,YK.2008.b.5304,"Europe, Eastern--Description and travel ; Palin, Michael--Travel--Europe, Eastern",,English,,
New Europe,,14574971,Monograph,Language material ; Text,Volume,GBA851476,,9780753823972,"Palin, Michael",,person,author,"Pao, Basil, photographer [person] ; Palin, Michael, author [person]",,,England,London,Phoenix,2008,New edition,"306 pages, 24 pages of plates, illustrations, map, 20 cm",914.70400090511,YK.2009.a.20899,"Europe, Eastern--Description and travel ; Palin, Michael--Travel--Europe, Eastern",,English,"Previous edition: London: Weidenfeld & Nicolson, 2007",
New Europe,,14614911,Monograph,Language material ; Text,Volume,GBA866590,,9781405649674 ; 9781405649681,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,Bath ; Windsor,,2008,Large print edition,"xii, 406 pages (large print), 25 cm",914.704090511,LT.2009.x.1380,"Large type books ; Europe, Eastern--Description and travel ; Palin, Michael--Travel--Europe, Eastern",,English,"Originally published: London: Weidenfeld & Nicolson, 2007 ; TV tie-in",
New Europe,,14837678,Monograph,Language material ; Text,Volume,GBA8D4892,,9781405649681,"Palin, Michael",,person,,"Palin, Michael [person]",,,England,Bath,Paragon,2009,Large print edition,"1 volume (large print), 25 cm",914.70400090511,,"Large type books ; Europe, Eastern--Description and travel ; Palin, Michael--Travel--Europe, Eastern",,English,"Originally published: London: Weidenfeld & Nicolson, 2007 ; TV tie-in",
North Korea journal,,19454501,Monograph,Language material ; Text,Volume,GBB9B7403,,9781786331908,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Hutchinson,2019,,"170 pages, 23 cm",951.93,,"Korea (North)--Civilization ; Korea (North)--Social life and customs ; Korea (North)--Description and travel ; Palin, Michael--Travel--Korea (North)",,English,Additional physical form: ebook version. 9781473569850,
North Korea journal,,19456260,Monograph,Language material ; Text,Online resource (ePub ebook),GBB9B9163,,9781473569850,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Cornerstone Digital,2019,,1 online resource,951.93,ELD.DS.455762,"Korea (North)--Social life and customs ; Palin, Michael--Travel--Korea (North) ; Korea (North)--Civilization ; Autobiography: general ; Photographic reportage ; Korea (North)--Description and travel ; Memoirs ; TRAVEL / Asia / General",,English,Additional physical form: Print version. 9781786331908,
OxTravels : meetings of remarkable travel writers,,15744079,Monograph,Language material ; Text,Volume,GBB115570,,9781846684968,,,,,"Palin, Michael, writer [person] ; Rogerson, Barnaby, editor [person] ; Ellingham, Mark, editor [person] ; Florence, Peter, editor [person]",,,England,London,Profile,2011,,"432 pages, illustrations, portraits, 20 cm",910.4,YK.2012.a.384,Voyages and travels,,English,,
Paintings by David Inshaw,Paintings,16447063,Monograph,Language material ; Still image ; Text,Volume,GBB560936,,9781907052224,Fine Art Society,,organisation,author,"Fine Art Society, author [organisation] ; Palin, Michael, writer [person] ; Inshaw, David, 1943- [person] ; Upstone, Robert, writer [person] ; Rae, Simon, 1952-, writer [person]",,,England,London,Fine Art Society,2013,,"53 pages, illustrations (chiefly colour), 27 cm",,,"Inshaw, David, 1943---Exhibitions ; Painting, British--21st century--Exhibitions",Exhibition,English,"'Published in an edition of 700 copies'--Colophon ; Published to accompany an exhibition held at The Fine Art Society, London, April 17-May 9, 2013",
Paintings,Paintings by David Inshaw,16447063,Monograph,Language material ; Still image ; Text,Volume,GBB560936,,9781907052224,Fine Art Society,,organisation,author,"Fine Art Society, author [organisation] ; Palin, Michael, writer [person] ; Inshaw, David, 1943- [person] ; Upstone, Robert, writer [person] ; Rae, Simon, 1952-, writer [person]",,,England,London,Fine Art Society,2013,,"53 pages, illustrations (chiefly colour), 27 cm",,,"Inshaw, David, 1943---Exhibitions ; Painting, British--21st century--Exhibitions",Exhibition,English,"'Published in an edition of 700 copies'--Colophon ; Published to accompany an exhibition held at The Fine Art Society, London, April 17-May 9, 2013",
Parents --,"How it feels to have a stammer -- ; Information and resources ; Stammering: the facts -- ; Teachers -- ; Understanding stammering or stuttering : a guide for parents, teachers and other professionals ; What helps, what doesn't --",17582671,Monograph,Language material ; Text,Online resource,GBB6H4288,,9780857005434 ; 9781283906920,"Kelman, Elaine",,person,author,"Whyte, Alison, author [person] ; Kelman, Elaine, author [person] ; Palin, Michael, writer [person]",JKP essentials series,,England,London ; Philadelphia,Jessica Kingsley,2012,,"1 online resource (127 pages), illustrations",616.8554,ELD.DS.33813,MEDICAL--Audiology & Speech Pathology ; HEALTH & FITNESS--Hearing & Speech ; Speech disorders ; Child ; Teaching Of Students With Specific Learning Difficulties / Needs ; Stuttering ; Coping With Anxiety & Phobias ; Speech Disorders,,English,,
Pole to Pole,,10062746,Monograph,Language material ; Text,Volume,GB9318347,,9780563362838,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,,1992,,"320 pages, illustrations (some colour), colour maps, portraits (some colour), 26 cm",910.41,95/09770 ; YK.1993.b.4078,"Palin, Michael--Travel ; Pole to pole (Television program) ; Voyages and travels",,English,illustrations on lining papers,
Pole to Pole,,10063914,Monograph,Language material ; Text,Volume,GB99Z1341,,9780563551065,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,,1999,New edition,"298 pages, 16 pages of plates, colour illustrations, maps, 20 cm",910.41,YK.2000.a.10911,"Palin, Michael--Journeys ; Voyages around the world",,English,Previous edition: 1992,
Pole to Pole,,11311003,Monograph,Language material ; Text,Volume,GB97Z9902,,9780140257434,"Palin, Michael",,person,author,"Pao, Basil, photographer [person] ; Palin, Michael, author [person]",,,England,London,Penguin,1996,,"277 pages, 24 pages of plates, illustrations (some colour), maps, portraits (some colour), 20 cm",910.4092,YK.1997.a.3498,"Palin, Michael--Journeys ; Pole to pole (Television programme) ; Actors--Great Britain--Travel ; Voyages around the world",,English,"Originally published: London: BBC, 1992",
Pole to Pole,,12972342,Monograph,Language material ; Text,Volume,GBA460252,,9780563521983,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,,2004,2nd edition,"298 pages, 32 pages of plates, colour illustrations, maps, 20 cm",910.41,YK.2005.a.7338,"Palin, Michael--Travel ; Voyages around the world",,English,Previous edition: 1992,
Pole to Pole,,14836839,Monograph,Language material ; Text,Volume,GBA8D4052,,9780753823262,"Palin, Michael",,person,,"Palin, Michael [person]",,,England,London,Phoenix,2009,2nd edition,"298 pages, colour illustrations, maps, colour portraits, 20 cm",910.41,,"Palin, Michael--Travel ; Voyages around the world",,English,"This edition originally published: London: BBC, 1999",
Pole to pole : the photographs,,10063031,Monograph,Language material ; Text,Volume,GB9528988,,9780563370185,"Pao, Basil",,person,photographer,"Palin, Michael, author [person] ; Pao, Basil, photographer [person]",,,England,London,,1994,,"191 pages, chiefly colour illustrations, maps, portraits, 32 cm",910.41,LB.31.c.7078 ; f95/0166,Voyages and travels--Pictorial works ; Travel,,English,Maps on lining papers,
Ripping yarns,,11962810,Monograph,Language material ; Text,Volume,GB7900630,,9780413393906,"Palin, Michael",,person,author,"Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Eyre ; Methuen,1978,,"188 pages, illustrations, 26 cm",822.914,X.981/21319,Drama in English--1945---Texts ; English drama,,English,Television plays transmitted on BBC 1976-1977 ; illustrations on lining papers,
Ripping yarns,More ripping yarns ; The complete Ripping yarns,6725695,Monograph,Language material ; Text,Volume,GB9033194,,9780413638205 ; 9780413639806,"Palin, Michael",,person,author,"Palin, Michael [person] ; Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Methuen,1990,,"277 pages, illustrations, 25 cm",822.914,YC.1990.b.6949,Drama in English--1945---Texts,,English,,
Ripping yarns,More ripping yarns ; The complete Ripping yarns,6735366,Monograph,Language material ; Text,Volume,GB9235911,,9780749312220,"Palin, Michael",,person,author,"Palin, Michael [person] ; Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Mandarin,1991,,"277 pages, illustrations, 25 cm",822.914,YK.1992.b.5856,English drama,,English,"Originally published:London: Methuen, 1990",
Ripping yarns,More ripping yarns ; The complete ripping yarns,5602248,Monograph,Language material ; Text,Volume,GB99W5170,,9780413773609,"Palin, Michael",,person,,"Jones, Terry, 1942-2020 [person] ; Palin, Michael [person]",,,England,London,Methuen,1999,,"288 pages, illustrations, 25 cm",791.4572,,Television scripts,,English,Originally published: 1990,
Ripping yarns,More ripping yarns ; The complete ripping yarns,16241957,Monograph,Language material ; Still image ; Text,Volume,GBB891224,,9780413777508,"Palin, Michael",,person,author,"Lune, Amy, photographer [person] ; Palin, Michael [person] ; Polo, Bertrand, photographer [person] ; Palin, Michael, author [person] ; Jones, Terry, 1942-2020, author [person]",,,England,York,Methuen,2016,,"277 pages, black and white illustrations, 25 cm",791.4572,YC.2018.a.5423,Television scripts,,English,Originally published: 1990,
Sahara,,9389305,Monograph,Language material ; Text,Volume,GBA2W6500,,9780297843030,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2002,,"256 pages, colour illustrations, colour portraits, 27 cm",916.60433,YK.2002.b.6058,"Sahara--Description and travel ; Palin, Michael--Journeys--Sahara",,English,TV tie-in,
Sahara,,11352410,Monograph,Language material ; Text,Volume,GBA3W2895,,9780753817391,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Phoenix,2003,,"vii, 260 pages, 64 pages of plates, colour illustrations, 1 map, colour portraits, 20 cm",916.60433,YK.2003.a.25852,"Sahara--Description and travel ; Palin, Michael--Travel--Sahara",,English,"Originally published: London : Weidenfeld & Nicolson, 2002",
Sahara,,13002176,Monograph,Language material ; Text,Volume,GBA470210,,9780754094425,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,Bath,BBC Audiobooks,2004,Large print edition,"359 pages (large print), illustrations, 25 cm",916.60433,LT.2007.x.608,"Sahara--Description and travel ; Large type books ; Palin, Michael--Journeys--Sahara",,English,"Originally published: London: Weidenfeld & Nicolson, 2002 ; TV tie-in",
Small Harry and the toothache pills,,12619207,Monograph,Language material ; Text,Volume,GB8219233,,9780416217605 ; 9780416236903,"Palin, Michael",,person,author,"Holden, Caroline, illustrator [person] ; Palin, Michael, author [person]",,,England,London,Methuen,1982,,"32 pages, colour illustrations, 28 cm",823.91 ; 823.914,X.992/4900,Children's stories in English--1945---Texts,,English,,
Stammering: the facts --,"How it feels to have a stammer -- ; Information and resources ; Parents -- ; Teachers -- ; Understanding stammering or stuttering : a guide for parents, teachers and other professionals ; What helps, what doesn't --",17582671,Monograph,Language material ; Text,Online resource,GBB6H4288,,9780857005434 ; 9781283906920,"Kelman, Elaine",,person,author,"Whyte, Alison, author [person] ; Kelman, Elaine, author [person] ; Palin, Michael, writer [person]",JKP essentials series,,England,London ; Philadelphia,Jessica Kingsley,2012,,"1 online resource (127 pages), illustrations",616.8554,ELD.DS.33813,MEDICAL--Audiology & Speech Pathology ; HEALTH & FITNESS--Hearing & Speech ; Speech disorders ; Child ; Teaching Of Students With Specific Learning Difficulties / Needs ; Stuttering ; Coping With Anxiety & Phobias ; Speech Disorders,,English,,
Teachers --,"How it feels to have a stammer -- ; Information and resources ; Parents -- ; Stammering: the facts -- ; Understanding stammering or stuttering : a guide for parents, teachers and other professionals ; What helps, what doesn't --",17582671,Monograph,Language material ; Text,Online resource,GBB6H4288,,9780857005434 ; 9781283906920,"Kelman, Elaine",,person,author,"Whyte, Alison, author [person] ; Kelman, Elaine, author [person] ; Palin, Michael, writer [person]",JKP essentials series,,England,London ; Philadelphia,Jessica Kingsley,2012,,"1 online resource (127 pages), illustrations",616.8554,ELD.DS.33813,MEDICAL--Audiology & Speech Pathology ; HEALTH & FITNESS--Hearing & Speech ; Speech disorders ; Child ; Teaching Of Students With Specific Learning Difficulties / Needs ; Stuttering ; Coping With Anxiety & Phobias ; Speech Disorders,,English,,
The Complete Michael Palin Diaries,,17673699,Monograph,Language material ; Text,Online resource,,,9781474601719,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England ; United Kingdom,London,Weidenfeld & Nicolson,2015,,1 online resource (1952 pages),,ELD.DS.45069,"Diaries, Letters & Journals",,English,,
The Kids are alright,,8775228,Monograph,Language material ; Text,Volume,GB8750339,,9780722148662,,,,,"Husband, Tony, editor [person] ; Palin, Michael, writer [person]",,,England,London,Sphere,1986,,"89 leaves, chiefly illustrations, 13 x 20 cm",741.5942,YV.1987.a.1238,"Children--Caricatures and cartoons ; English humorous cartoons--Special subjects--Children--Collections ; English wit and humor, Pictorial",,English,,
