Title,Other titles,BL record ID,Type of resource,Content type,Material type,BNB number,Archival Resource Key,ISBN,Name,Dates associated with name,Type of name,Role,All names,Series title,Number within series,Country of publication,Place of publication,Publisher,Date of creation/publication,Edition,Physical description,Dewey classification,BL shelfmark,Topics,Genre,Languages,Notes,Provenance
The Python years. volume one. diaries 1969-1979,,16784529,Monograph,Language material ; Text,Volume,GBB472091,,9781780229010,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2014,,"xxiii, 726 pages, 24 unnumbered pages of plates, 20 cm",791.45092,YKL.2017.a.2144,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Actors--Great Britain--Diaries ; Comedians--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,"Includes index ; Originally published: London: Weidenfeld & Nicolson, 2006",
The Pythons' autobiography by The Pythons,,16759338,Monograph,Language material ; Text,Volume,,,9781409153528,"Chapman, Graham",1941-1989,person,,"Cleese, John [person] ; Gilliam, Terry [person] ; Jones, Terry, 1942-2020 [person] ; Chapman, Graham, 1941-1989 [person] ; Palin, Michael [person] ; McCabe, Bob [person] ; Idle, Eric [person]",,,England,London,Alliance ; Arthur Barker ; Jonathan Ball ; Littlehampton Book Services ; Orion ; Orion Publishing,2014,,"360 pages, 25 x 20 x 3 cm",791.0922,,,,English,hardback,
The best of Southwold,,10726420,Monograph,Language material ; Text,Volume,GB9971614,,9780750918640,,,,,"Miller, John, 1932-, editor [person] ; Palin, Michael, writer [person]",,,England,"Stroud, Gloucestershire",Adnams ; Sutton,1998,,"xii, 116 pages, illustrations, portraits, 25 cm",942.641,YK.1999.b.8807,Southwold (England)--History ; Southwold (England)--Social life and customs,,English,,
The brand new Monty Python : now in hardbok,Brand new Monty Python bok,15332912,Monograph,Language material ; Text,Volume,GBA972736,,9780413776914,,,,,"Brookes, Peter, 1943- [person] ; Gilliam, Terry [person] ; Palin, Michael [person] ; Idle, Eric [person]",,,England,London,Methuen,2009,,"1 volume, colour illustrations, 28 cm",828.91407,,English wit and humor,,English,"Originally published: as The brand new Monty Python book London: Eyre Methuen, 1973 ; Written by Michael Palin et al.; illustrated by Terry Gilliam and Peter Brookes; edited by Eric Idle",
The brand new Monty Python bok [sic] . (Written by Michael Palin [and others] ... Edited by Eric Idle.),,1788158,Monograph,Language material ; Text,Volume,,,9780413301307,"Idle, Eric",,person,,"Idle, Eric [person] ; Palin, Michael [person]",,,England,London,Eyre ; Methuen,1973,,"pages not numbered, illustrations, portraits, 29 cm",,Cup.806.d.11,,,English,,
The brand new Monty Python bok [sic],,9029018,Monograph,Language material ; Text,Volume,GB7332333,,9780413301307,,,,,"Gilliam, Terry, illustrator [person] ; Brookes, Peter, 1943-, illustrator [person] ; Idle, Eric, editor [person] ; Palin, Michael, author [person]",,,England,London,Eyre ; Methuen,1973,,"106 pages, illustrations (some colour), 1 colour map, portraits, 29 cm",827.914,Cup.806.d.11,"Humour in English, 1945---Texts ; English wit and humor",,English,,
The brand new Monty Python papperbok [Written by Michael Palin and others. Edited by Eric Idle.],,1788159,Monograph,Language material ; Text,Volume,,,9780413319708,"Idle, Eric",,person,,"Idle, Eric [person] ; Palin, Michael [person]",,,England,London,Eyre ; Methuen,1974,,"98 pages, illustrations, 28 cm",,YK.1993.b.4611,,,English,,
The brand new Monty Python papperbok,Brand new Monty Python bok,9029061,Monograph,Language material ; Text,Volume,GB7519914,,9780413319708,,,,,"Gilliam, Terry, illustrator [person] ; Brookes, Peter, 1943-, illustrator [person] ; Idle, Eric, editor [person] ; Palin, Michael, author [person]",,,England,London,Eyre ; Methuen,1974,,"98 pages, illustrations (some colour), 1 colour map, portraits, 28 cm",827.914 ; 828.91409,YK.1993.b.4611,Humour in English--1945---Texts ; English wit and humor,,English ; French ; German,"English text, English, French and German safety instructions ; Originally published: as 'The brand new Monty Python book'. 1973",
The complete Michael Palin diaries,Diaries 1969-1979 ; Halfway to Hollywood ; Travelling to work ; Works. Selections,17532954,Monograph,Language material ; Text,Volume,GBB5C0752,,9781474601702,"Palin, Michael",,person,author,"Palin, Michael [person] ; Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2015,,"3 volumes, 20 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,Additional physical form: ebook version. 9781474601719 ; Boxed,
The complete Michael Palin diaries,Diaries 1969-1979 ; Halfway to Hollywood ; Travelling to work ; Works. Selections,17678292,Monograph,Language material ; Text,Online resource (ebook),GBB5I6221,,9781474601719,"Palin, Michael",,person,author,"Palin, Michael [person] ; Palin, Michael, author [person]",,,England,London,Orion,2015,,1 online resource,791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,Additional physical form: Print version. 9781474601702 ; Boxed,
The complete Ripping yarns,More ripping yarns ; Ripping yarns,6725695,Monograph,Language material ; Text,Volume,GB9033194,,9780413638205 ; 9780413639806,"Palin, Michael",,person,author,"Palin, Michael [person] ; Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Methuen,1990,,"277 pages, illustrations, 25 cm",822.914,YC.1990.b.6949,Drama in English--1945---Texts,,English,,
The complete Ripping yarns,More ripping yarns ; Ripping yarns,6735366,Monograph,Language material ; Text,Volume,GB9235911,,9780749312220,"Palin, Michael",,person,author,"Palin, Michael [person] ; Jones, Terry, 1942-2020, author [person] ; Palin, Michael, author [person]",,,England,London,Mandarin,1991,,"277 pages, illustrations, 25 cm",822.914,YK.1992.b.5856,English drama,,English,"Originally published:London: Methuen, 1990",
The complete ripping yarns,More ripping yarns ; Ripping yarns,5602248,Monograph,Language material ; Text,Volume,GB99W5170,,9780413773609,"Palin, Michael",,person,,"Jones, Terry, 1942-2020 [person] ; Palin, Michael [person]",,,England,London,Methuen,1999,,"288 pages, illustrations, 25 cm",791.4572,,Television scripts,,English,Originally published: 1990,
The complete ripping yarns,More ripping yarns ; Ripping yarns,16241957,Monograph,Language material ; Still image ; Text,Volume,GBB891224,,9780413777508,"Palin, Michael",,person,author,"Lune, Amy, photographer [person] ; Palin, Michael [person] ; Polo, Bertrand, photographer [person] ; Palin, Michael, author [person] ; Jones, Terry, 1942-2020, author [person]",,,England,York,Methuen,2016,,"277 pages, black and white illustrations, 25 cm",791.4572,YC.2018.a.5423,Television scripts,,English,Originally published: 1990,
The explorer's eye : first-hand accounts of adventure and exploration,,13205551,Monograph,Language material ; Text,Volume,GBA543878,,9780297843818,,,,,"Fleming, Fergus, 1959-, editor [person] ; Merullo, Annabel, editor [person] ; Palin, Michael, writer [person]",,,England,London,Weidenfeld & Nicolson,2005,,"264 pages, illustrations, portraits, 28 cm",910.409,YC.2005.b.2400,Explorers--History ; Voyages and travels--History ; Discoveries in geography--History,,English,,
The explorer's eye : first-hand accounts of adventure and exploration,,13736119,Monograph,Language material ; Text,Volume,GBA733203,,9780753821985,,,,,"Fleming, Fergus, 1959-, editor [person] ; Merullo, Annabel, editor [person] ; Palin, Michael, writer [person]",,,England,London,Phoenix,2007,,"235 pages, 48 pages of plates, illustrations (some colour), 20 cm",910.4,YK.2008.a.16703,Discoveries in geography ; Explorers ; Voyages and travels,,English,"Originally published: London: Weidenfeld & Nicolson, 2005",
The line that refused to die : the story of the successful campaign to save the Settle and Carlisle Railway,,8804091,Monograph,Language material ; Text,Volume,GB9016208,,9780948135170 ; 9780948135187,"Abbott, Stan",1952-,person,author,"Abbott, Stan, 1952-, author [person] ; Whitehouse, Alan, author [person] ; Whitelegg, J. (John), writer [person] ; Palin, Michael, writer [person]",,,England,Hawes,Leading Edge,1990,,"viii, 224 pages, illustrations, maps, facsimiles, portraits, 22 cm",385.09427,YK.1991.a.79,Railways--Routes ; Great Britain ; Settle and Carlisle Railway ; British Rail (Firm)--London Midland Region,,English,,
The line that refused to die : the story of the successful campaign to save the Settle and Carlisle Railway,,8804109,Monograph,Language material ; Text,Volume,GB9472536,,9780948135439,"Abbott, Stan",,person,author,"Whitehouse, Alan, author [person] ; Abbott, Stan, author [person] ; Palin, Michael, writer [person]",,,England,Hawes,Leading Edge,1994,Revised edition,"viii, 224 pages, illustrations, facsimiles, maps, portraits, 21 cm",385.09427,YK.1994.a.14709,Railways--Routes ; Great Britain ; Settle and Carlisle Railway ; British Rail (Firm)--London Midland Region,,English,Previous edition: 1990 ; bibliography pvii : Includes index,
The mirrorstone,,7362864,Monograph,Language material ; Text,Volume,GB8610759,,9780224024082,"Palin, Michael",,person,,"Lee, Alan [person] ; Palin, Michael [person] ; Seymour, Richard, 1953- [person]",,,England,London,Cape,1986,,"32 pages, colour illustrations, 28 cm",823.914,YK.1987.b.189,Children's stories in English--1945---Texts,,English,,
The missionary,,11963334,Monograph,Language material ; Text,Volume,GB8225185,,9780413510105 ; 9780413513908,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Methuen,1983,,"127 pages, colour illustrations, 26 cm",791.437 ; 791.4372,X.950/20609,British cinema films--Texts,,English,,
The old Covent Garden Market,,13159329,Monograph,Language material ; Text,Volume,GBA527710,,9780954922702,"Dicker, Nigel",,person,photographer,"Cattermoule, Alison, editor [person] ; Royal Opera House (London, England) [organisation] ; Palin, Michael, writer [person] ; Dicker, Nigel, photographer [person]",,,England,London,Covent Garden Picture,2004,,"120 pages, colour illustrations, colour portraits, 21 x 23 cm",381.1894210222,YK.2005.a.2430,"Dicker, Nigel--Exhibitions ; Covent Garden Market (Westminster, London, England)--Pictorial works",Exhibition ; Pictorial work,English,A selection of photographs of the old Covent Garden Market by Nigel Dicker issued in conjunction with an exhibition held at the Royal Opera House in 2001. Researched and edited by Alison Cattermoule ; Title from cover,
The truth,,16053097,Monograph,Language material ; Text,Volume,GBB228477,,9780297860211 ; 9780297860228,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2012,,"261 pages, 25 cm",823.914,Nov.2013/1457,,,English,,
The truth,,16299570,Monograph,Language material ; Text,Volume,GBB324605,,9780753828120,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Phoenix,2013,,"286 pages, 20 cm",823.914,H.2014/.5935,,,English,"Originally published: London: Weidenfeld & Nicolson, 2012",
The truth,,16482849,Monograph,Language material ; Text,Volume,GBB376681,,9781444817348,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,Leicester,Charnwood,2013,,"1 volume (large print), 24 cm",823.914,,,Large print,English,"Originally published: London: Weidenfeld & Nicolson, 2012",
The weekend,,11964332,Monograph,Language material ; Text,Volume,GB9451112,,9780413689405,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Methuen Drama,1994,,"87 pages, 19 cm",822.914,YK.1995.a.1906,English drama,,English,,
Traveller : observations from an American in exile,,14835254,Monograph,Language material ; Text,Volume,GBA8D5998,,9780982000700,"Katakis, Michael",,person,author,"Katakis, Michael, author [person] ; Palin, Michael, writer [person]",,,United States of America,San Francisco,Burton & Park,2009,,"viii, 143 pages, illustrations, 22 cm",,YD.2008.a.9882,"Katakis, Michael--Diaries ; Travel writers--United States--Diaries ; Katakis, Michael--Travel",Diary,English,,
Travelling to Work : Diaries 1988–1998,,16911392,Monograph,Language material ; Text,Online resource,,,9780297869627,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England ; United Kingdom,London,Weidenfeld & Nicolson,2014,,1 online resource (496 pages),,ELD.DS.6502,"BIOGRAPHY & AUTOBIOGRAPHY / Entertainment & Performing Arts ; Diaries, letters & journals",,English,,
Travelling to work : diaries 1988-1998,,16774124,Monograph,Language material ; Text,Volume,GBB467715,,9780297844419,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2014,,"1 volume, 24 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries",Diary,English,,
Travelling to work : diaries 1988-1998,Works. Selections,16872652,Monograph,Language material ; Text,Volume,GBB4A1767,,9780297869610,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2014,,"1 volume, 24 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries",Diary,English,Additional physical form: ebook version. 9780297869627 ; Includes index,
Travelling to work : diaries 1988-1998,Works. Selections,16873436,Monograph,Language material ; Text,Online resource (ePub ebook),GBB4A2551,,9780297869627,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2014,,1 online resource,791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries",Diary,English,Additional physical form: Print version. 9780297869610 ; Includes index,
"Travelling to work : diaries, 1988-1998",Works. Selections,17437151,Monograph,Language material ; Text,Volume,GBB590714,,9781780225326,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2015,,"1 volume, 20 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries",Diary,English,,
Travelling to work,Diaries 1969-1979 ; Halfway to Hollywood ; The complete Michael Palin diaries ; Works. Selections,17532954,Monograph,Language material ; Text,Volume,GBB5C0752,,9781474601702,"Palin, Michael",,person,author,"Palin, Michael [person] ; Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2015,,"3 volumes, 20 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,Additional physical form: ebook version. 9781474601719 ; Boxed,
Travelling to work,Diaries 1969-1979 ; Halfway to Hollywood ; The complete Michael Palin diaries ; Works. Selections,17678292,Monograph,Language material ; Text,Online resource (ebook),GBB5I6221,,9781474601719,"Palin, Michael",,person,author,"Palin, Michael [person] ; Palin, Michael, author [person]",,,England,London,Orion,2015,,1 online resource,791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,Additional physical form: Print version. 9781474601702 ; Boxed,
"Understanding stammering or stuttering : a guide for parents, teachers and other professionals","How it feels to have a stammer -- ; Information and resources ; Parents -- ; Stammering: the facts -- ; Teachers -- ; What helps, what doesn't --",17582671,Monograph,Language material ; Text,Online resource,GBB6H4288,,9780857005434 ; 9781283906920,"Kelman, Elaine",,person,author,"Whyte, Alison, author [person] ; Kelman, Elaine, author [person] ; Palin, Michael, writer [person]",JKP essentials series,,England,London ; Philadelphia,Jessica Kingsley,2012,,"1 online resource (127 pages), illustrations",616.8554,ELD.DS.33813,MEDICAL--Audiology & Speech Pathology ; HEALTH & FITNESS--Hearing & Speech ; Speech disorders ; Child ; Teaching Of Students With Specific Learning Difficulties / Needs ; Stuttering ; Coping With Anxiety & Phobias ; Speech Disorders,,English,,
"Understanding stammering or stuttering : guide for parents, teachers and other professionals",,16040048,Monograph,Language material ; Text,Volume,GBB221440,,9781849052689,"Kelman, Elaine",,person,author,"Whyte, Alison, author [person] ; Kelman, Elaine, author [person] ; Palin, Michael, writer [person]",,,England,London ; Philadelphia,Jessica Kingsley,2012,,"127 pages, illustrations, 25 cm",616.8554,YK.2012.a.22147,Stuttering ; Speech disorders,,English,,
Very naughty boys,,12946716,Monograph,Language material ; Text,Volume,GBA449335,,9781843580935,"Sellers, Robert",,person,author,"Palin, Michael, writer [person] ; Sellers, Robert, author [person]",,,England,London,Metro,2004,,"xiii, 306 pages, 8 pages of plates, illustrations, portraits, 20 cm",791.430941,YK.2005.a.18788,Handmade Films--History ; Motion picture industry--Great Britain,,English,,
Very naughty boys,Always look on the bright side of life,16454310,Monograph,Language material ; Still image ; Text,Volume,GBB362478,,9781781167083,"Sellers, Robert",,person,author,"Sellers, Robert [person] ; Palin, Michael, writer [person] ; Sellers, Robert, author [person]",,,England,London,Titan,2013,Revised and updated edition,"361 pages, illustrations, 20 cm",791.430941,YK.2014.a.10537,Handmade Films--History ; Motion picture industry--Great Britain,,English,"Previous edition published as: Always look on the bright side of life. London: Metro, 2003",
"What helps, what doesn't --","How it feels to have a stammer -- ; Information and resources ; Parents -- ; Stammering: the facts -- ; Teachers -- ; Understanding stammering or stuttering : a guide for parents, teachers and other professionals",17582671,Monograph,Language material ; Text,Online resource,GBB6H4288,,9780857005434 ; 9781283906920,"Kelman, Elaine",,person,author,"Whyte, Alison, author [person] ; Kelman, Elaine, author [person] ; Palin, Michael, writer [person]",JKP essentials series,,England,London ; Philadelphia,Jessica Kingsley,2012,,"1 online resource (127 pages), illustrations",616.8554,ELD.DS.33813,MEDICAL--Audiology & Speech Pathology ; HEALTH & FITNESS--Hearing & Speech ; Speech disorders ; Child ; Teaching Of Students With Specific Learning Difficulties / Needs ; Stuttering ; Coping With Anxiety & Phobias ; Speech Disorders,,English,,
Wisden cricketers' almanack,Elk stopped play : and other tales from Wisden's 'Cricket round the world',17987972,Monograph,Language material ; Text,Online resource,GBB6I8485,,9781408832387,,,,,"Palin, Michael, writer [person] ; Connelly, Charlie, editor [person]",,,England,London,Bloomsbury,2014,,"1 online resource (xx, 138 pages), illustrations",796.358,ELD.DS.81107,Cricket ; Cricket--Tournaments--Anecdotes ; Sports & Recreation--Cricket ; Cricket--Anecdotes,Anecdote,English,,
Works,Chris Orr : the making of things,16257588,Monograph,Language material ; Still image ; Text,Volume,GBB306643,,9781907533372 ; 9781907533655,"Hewison, Robert",1943-,person,,"Hewison, Robert, 1943- [person] ; Palin, Michael, writer [person] ; Orr, Chris, 1943- [person]",,,England,London,Royal Academy of Arts,2013,,"237 pages, illustrations (black and white and colour), 27 x 28 cm",769.92,LC.31.a.14398,"Orr, Chris, 1943---Criticism and interpretation ; Printmakers--Great Britain",,English,Includes index ; Text by Robert Hewison,
Works. Selections,Diaries 1969-1979 ; Halfway to Hollywood ; The complete Michael Palin diaries ; Travelling to work,17532954,Monograph,Language material ; Text,Volume,GBB5C0752,,9781474601702,"Palin, Michael",,person,author,"Palin, Michael [person] ; Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2015,,"3 volumes, 20 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,Additional physical form: ebook version. 9781474601719 ; Boxed,
Works. Selections,Diaries 1969-1979 ; Halfway to Hollywood ; The complete Michael Palin diaries ; Travelling to work,17678292,Monograph,Language material ; Text,Online resource (ebook),GBB5I6221,,9781474601719,"Palin, Michael",,person,author,"Palin, Michael [person] ; Palin, Michael, author [person]",,,England,London,Orion,2015,,1 online resource,791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries ; Television comedy writers--Great Britain--Diaries",Diary,English,Additional physical form: Print version. 9781474601702 ; Boxed,
Works. Selections,Lets compromise and say I'm right : Calman on love & relationships,17484783,Monograph,Language material ; Still image ; Text,Volume,GBB5A8039,,9780285643093,"Calman, Mel",1931-,person,artist ; author,"Calman, Stephanie, editor [person] ; Calman, Mel, 1931-, artist ; author [person] ; Palin, Michael, writer [person]",,,England,London,Souvenir,2015,,"x, 102 pages, illustrations, 21 cm",741.56941,YKL.2017.a.2520,"Man-woman relationships--Caricatures and cartoons ; English wit and humor, Pictorial",Caricature or cartoon,English,,
Works. Selections,"Monty Python at work : a behind-the-scenes account of the making of the TV and stage shows, films, books and albums",16727726,Monograph,Language material ; Text,Volume,GBB454854,,9781848423602,"Palin, Michael",,person,author,"Strachan, Geoffrey, editor [person] ; Palin, Michael, author [person]",,,England,London,Nick Hern,2014,,"xiv, 241 pages, 22 cm",791.4572,YK.2015.a.3655,"Monty Python (Comedy troupe)--History ; Monty Python's flying circus (Television program) ; Palin, Michael--Diaries",Diary,English,,
Works. Selections,Travelling to work : diaries 1988-1998,16872652,Monograph,Language material ; Text,Volume,GBB4A1767,,9780297869610,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2014,,"1 volume, 24 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries",Diary,English,Additional physical form: ebook version. 9780297869627 ; Includes index,
Works. Selections,Travelling to work : diaries 1988-1998,16873436,Monograph,Language material ; Text,Online resource (ePub ebook),GBB4A2551,,9780297869627,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2014,,1 online resource,791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries",Diary,English,Additional physical form: Print version. 9780297869610 ; Includes index,
Works. Selections,"Travelling to work : diaries, 1988-1998",17437151,Monograph,Language material ; Text,Volume,GBB590714,,9781780225326,"Palin, Michael",,person,author,"Palin, Michael, author [person]",,,England,London,Weidenfeld & Nicolson,2015,,"1 volume, 20 cm",791.45092,,"Television personalities--Great Britain--Diaries ; Travel writers--Great Britain--Diaries ; Palin, Michael--Diaries",Diary,English,,
